,YearMonthDay,Year,Month,YearMonth,reporterCode,flowCode,partnerISO,HS4,HS4 Description,cifvalue,fobvalue,primaryValue
C,20231101,2023,11,202311,USA,Export,Sri Lanka,TOTAL,All Commodities,22096531,22096531,4
C,20231101,2023,11,202311,USA,Export,Chad,TOTAL,All Commodities,1840047,1840047,4
C,20231101,2023,11,202311,USA,Export,Chile,TOTAL,All Commodities,1316229024,1316229024,4
C,20231101,2023,11,202311,USA,Export,China,TOTAL,All Commodities,13903893047,13903893047,4
C,20231101,2023,11,202311,USA,Export,Christmas Isds,TOTAL,All Commodities,118840,118840,0
C,20231101,2023,11,202311,USA,Export,Cocos Isds,TOTAL,All Commodities,23271,23271,0
C,20231101,2023,11,202311,USA,Export,Colombia,TOTAL,All Commodities,1466570881,1466570881,4
C,20231101,2023,11,202311,USA,Export,Comoros,TOTAL,All Commodities,59121,59121,4
C,20231101,2023,11,202311,USA,Export,Congo,TOTAL,All Commodities,20388402,20388402,4
C,20231101,2023,11,202311,USA,Export,Dem. Rep. of the Congo,TOTAL,All Commodities,18191422,18191422,4
C,20231101,2023,11,202311,USA,Export,Cook Isds,TOTAL,All Commodities,381719,381719,4
C,20231101,2023,11,202311,USA,Export,Costa Rica,TOTAL,All Commodities,748894240,748894240,4
C,20231101,2023,11,202311,USA,Export,Croatia,TOTAL,All Commodities,126270731,126270731,4
C,20231101,2023,11,202311,USA,Export,Cuba,TOTAL,All Commodities,35227647,35227647,4
C,20231101,2023,11,202311,USA,Export,Cyprus,TOTAL,All Commodities,7713163,7713163,4
C,20231101,2023,11,202311,USA,Export,Czechia,TOTAL,All Commodities,331220747,331220747,4
C,20231101,2023,11,202311,USA,Export,Benin,TOTAL,All Commodities,25288347,25288347,4
C,20231101,2023,11,202311,USA,Export,Denmark,TOTAL,All Commodities,633606386,633606386,4
C,20231101,2023,11,202311,USA,Export,Dominica,TOTAL,All Commodities,6412008,6412008,4
C,20231101,2023,11,202311,USA,Export,Dominican Rep.,TOTAL,All Commodities,1074967019,1074967019,4
C,20231101,2023,11,202311,USA,Export,Ecuador,TOTAL,All Commodities,683889409,683889409,4
C,20231101,2023,11,202311,USA,Export,El Salvador,TOTAL,All Commodities,325595721,325595721,4
C,20231101,2023,11,202311,USA,Export,Equatorial Guinea,TOTAL,All Commodities,10083201,10083201,4
C,20231101,2023,11,202311,USA,Export,Ethiopia,TOTAL,All Commodities,177453314,177453314,4
C,20231101,2023,11,202311,USA,Export,Eritrea,TOTAL,All Commodities,891145,891145,4
C,20231101,2023,11,202311,USA,Export,Estonia,TOTAL,All Commodities,21999009,21999009,4
C,20231101,2023,11,202311,USA,Export,Faroe Isds,TOTAL,All Commodities,387708,387708,4
C,20231101,2023,11,202311,USA,Export,Falkland Isds (Malvinas),TOTAL,All Commodities,50154,50154,4
C,20231101,2023,11,202311,USA,Export,Fiji,TOTAL,All Commodities,8618297,8618297,4
C,20231101,2023,11,202311,USA,Export,Finland,TOTAL,All Commodities,164750445,164750445,4
C,20231101,2023,11,202311,USA,Export,France,TOTAL,All Commodities,3919243738,3919243738,4
C,20231101,2023,11,202311,USA,Export,French Polynesia,TOTAL,All Commodities,9732491,9732491,4
C,20231101,2023,11,202311,USA,Export,Fr. South Antarctic Terr.,TOTAL,All Commodities,149323,149323,4
C,20231101,2023,11,202311,USA,Export,Djibouti,TOTAL,All Commodities,13703674,13703674,4
C,20231101,2023,11,202311,USA,Export,Gabon,TOTAL,All Commodities,17703991,17703991,4
C,20231101,2023,11,202311,USA,Export,Georgia,TOTAL,All Commodities,104984840,104984840,4
C,20231101,2023,11,202311,USA,Export,Gambia,TOTAL,All Commodities,7070495,7070495,4
C,20231101,2023,11,202311,USA,Export,State of Palestine,TOTAL,All Commodities,121689,121689,4
C,20231101,2023,11,202311,USA,Export,Germany,TOTAL,All Commodities,6495008873,6495008873,4
C,20231101,2023,11,202311,USA,Export,Ghana,TOTAL,All Commodities,63235095,63235095,4
C,20231101,2023,11,202311,USA,Export,Gibraltar,TOTAL,All Commodities,52182,52182,4
C,20231101,2023,11,202311,USA,Export,Kiribati,TOTAL,All Commodities,77050,77050,4
C,20231101,2023,11,202311,USA,Export,Greece,TOTAL,All Commodities,112422046,112422046,4
C,20231101,2023,11,202311,USA,Export,Greenland,TOTAL,All Commodities,275296,275296,4
C,20231101,2023,11,202311,USA,Export,Grenada,TOTAL,All Commodities,17371596,17371596,4
C,20231101,2023,11,202311,USA,Export,Guatemala,TOTAL,All Commodities,772529984,772529984,4
C,20231101,2023,11,202311,USA,Export,Guinea,TOTAL,All Commodities,7489714,7489714,4
C,20231101,2023,11,202311,USA,Export,Guyana,TOTAL,All Commodities,95055567,95055567,4
C,20231101,2023,11,202311,USA,Export,Haiti,TOTAL,All Commodities,101281278,101281278,4
C,20231101,2023,11,202311,USA,Export,Heard Island and McDonald Islands,TOTAL,All Commodities,3088,3088,0
C,20231101,2023,11,202311,USA,Export,Holy See (Vatican City State),TOTAL,All Commodities,3500,3500,4
C,20231101,2023,11,202311,USA,Export,Honduras,TOTAL,All Commodities,555191900,555191900,4
C,20231101,2023,11,202311,USA,Export,"China, Hong Kong SAR",TOTAL,All Commodities,2162784853,2162784853,4
C,20231101,2023,11,202311,USA,Export,Hungary,TOTAL,All Commodities,236441339,236441339,4
C,20231101,2023,11,202311,USA,Export,Iceland,TOTAL,All Commodities,18864274,18864274,4
C,20231101,2023,11,202311,USA,Export,Indonesia,TOTAL,All Commodities,929258481,929258481,4
C,20231101,2023,11,202311,USA,Export,Iran,TOTAL,All Commodities,6079477,6079477,4
C,20231101,2023,11,202311,USA,Export,Iraq,TOTAL,All Commodities,98662158,98662158,4
C,20231101,2023,11,202311,USA,Export,Ireland,TOTAL,All Commodities,1434873917,1434873917,4
C,20231101,2023,11,202311,USA,Export,Israel,TOTAL,All Commodities,1231500602,1231500602,4
C,20231101,2023,11,202311,USA,Export,Italy,TOTAL,All Commodities,2325945143,2325945143,4
C,20231101,2023,11,202311,USA,Export,Côte d'Ivoire,TOTAL,All Commodities,28950827,28950827,4
C,20231101,2023,11,202311,USA,Export,Jamaica,TOTAL,All Commodities,196517566,196517566,4
C,20231101,2023,11,202311,USA,Export,Japan,TOTAL,All Commodities,6160084244,6160084244,4
C,20231101,2023,11,202311,USA,Export,Kazakhstan,TOTAL,All Commodities,72945336,72945336,4
C,20231101,2023,11,202311,USA,Export,Jordan,TOTAL,All Commodities,123154305,123154305,4
C,20231101,2023,11,202311,USA,Export,Kenya,TOTAL,All Commodities,49340552,49340552,4
C,20231101,2023,11,202311,USA,Export,Dem. People's Rep. of Korea,TOTAL,All Commodities,119294,119294,0
C,20231101,2023,11,202311,USA,Export,Rep. of Korea,TOTAL,All Commodities,5509027616,5509027616,4
C,20231101,2023,11,202311,USA,Export,Kuwait,TOTAL,All Commodities,173404322,173404322,4
C,20231101,2023,11,202311,USA,Export,Kyrgyzstan,TOTAL,All Commodities,11635866,11635866,4
C,20231101,2023,11,202311,USA,Export,Lao People's Dem. Rep.,TOTAL,All Commodities,2126959,2126959,4
C,20231101,2023,11,202311,USA,Export,Lebanon,TOTAL,All Commodities,30688178,30688178,4
C,20231101,2023,11,202311,USA,Export,Lesotho,TOTAL,All Commodities,101728,101728,4
C,20231101,2023,11,202311,USA,Export,Latvia,TOTAL,All Commodities,75489205,75489205,4
C,20231101,2023,11,202311,USA,Export,Liberia,TOTAL,All Commodities,30870140,30870140,4
C,20231101,2023,11,202311,USA,Export,Libya,TOTAL,All Commodities,50476167,50476167,4
C,20231101,2023,11,202311,USA,Export,Lithuania,TOTAL,All Commodities,153527885,153527885,4
C,20231101,2023,11,202311,USA,Export,Luxembourg,TOTAL,All Commodities,81735727,81735727,4
C,20231101,2023,11,202311,USA,Export,"China, Macao SAR",TOTAL,All Commodities,25030647,25030647,4
C,20231101,2023,11,202311,USA,Export,Madagascar,TOTAL,All Commodities,2194342,2194342,4
C,20231101,2023,11,202311,USA,Export,Malawi,TOTAL,All Commodities,1115400,1115400,4
C,20231101,2023,11,202311,USA,Export,Malaysia,TOTAL,All Commodities,1900599762,1900599762,4
C,20231101,2023,11,202311,USA,Export,Maldives,TOTAL,All Commodities,4854443,4854443,4
C,20231101,2023,11,202311,USA,Export,Mali,TOTAL,All Commodities,4470174,4470174,4
C,20231101,2023,11,202311,USA,Export,Malta,TOTAL,All Commodities,34379449,34379449,4
C,20231101,2023,11,202311,USA,Export,Mauritania,TOTAL,All Commodities,9096975,9096975,4
C,20231101,2023,11,202311,USA,Export,Mauritius,TOTAL,All Commodities,4172485,4172485,4
C,20231101,2023,11,202311,USA,Export,Mexico,TOTAL,All Commodities,25992962238,25992962238,4
C,20231101,2023,11,202311,USA,Export,"Other Asia, nes",TOTAL,All Commodities,3220841954,3220841954,4
C,20231101,2023,11,202311,USA,Export,Mongolia,TOTAL,All Commodities,9297679,9297679,4
C,20231101,2023,11,202311,USA,Export,Rep. of Moldova,TOTAL,All Commodities,2968805,2968805,4
C,20231101,2023,11,202311,USA,Export,Montenegro,TOTAL,All Commodities,845786,845786,4
C,20231101,2023,11,202311,USA,Export,Montserrat,TOTAL,All Commodities,1037883,1037883,4
C,20231101,2023,11,202311,USA,Export,Morocco,TOTAL,All Commodities,309279814,309279814,4
C,20231101,2023,11,202311,USA,Export,Mozambique,TOTAL,All Commodities,23907313,23907313,4
C,20231101,2023,11,202311,USA,Export,Oman,TOTAL,All Commodities,139297434,139297434,4
C,20231101,2023,11,202311,USA,Export,Namibia,TOTAL,All Commodities,35919800,35919800,4
C,20231101,2023,11,202311,USA,Export,Nauru,TOTAL,All Commodities,4226,4226,4
C,20231101,2023,11,202311,USA,Export,Nepal,TOTAL,All Commodities,4916767,4916767,4
C,20231101,2023,11,202311,USA,Export,Netherlands,TOTAL,All Commodities,6586316860,6586316860,4
C,20231101,2023,11,202311,USA,Export,Curaçao,TOTAL,All Commodities,34158701,34158701,4
C,20231101,2023,11,202311,USA,Export,Aruba,TOTAL,All Commodities,43130970,43130970,4
C,20231101,2023,11,202311,USA,Export,Sint Maarten,TOTAL,All Commodities,105599985,105599985,4
C,20231101,2023,11,202311,USA,Export,New Caledonia,TOTAL,All Commodities,4648061,4648061,4
C,20231101,2023,11,202311,USA,Export,Vanuatu,TOTAL,All Commodities,5213464,5213464,4
C,20231101,2023,11,202311,USA,Export,New Zealand,TOTAL,All Commodities,296274984,296274984,4
C,20231101,2023,11,202311,USA,Export,Nicaragua,TOTAL,All Commodities,205566477,205566477,4
C,20231101,2023,11,202311,USA,Export,Niger,TOTAL,All Commodities,1466863,1466863,4
C,20231101,2023,11,202311,USA,Export,Nigeria,TOTAL,All Commodities,197746504,197746504,4
C,20231101,2023,11,202311,USA,Export,Norway,TOTAL,All Commodities,356220165,356220165,4
C,20231101,2023,11,202311,USA,Export,FS Micronesia,TOTAL,All Commodities,5019208,5019208,4
C,20231101,2023,11,202311,USA,Export,Marshall Isds,TOTAL,All Commodities,3672891,3672891,4
C,20231101,2023,11,202311,USA,Export,Palau,TOTAL,All Commodities,1733643,1733643,4
C,20231101,2023,11,202311,USA,Export,Pakistan,TOTAL,All Commodities,116673743,116673743,4
C,20231101,2023,11,202311,USA,Export,Panama,TOTAL,All Commodities,989994769,989994769,4
C,20231101,2023,11,202311,USA,Export,Papua New Guinea,TOTAL,All Commodities,13617858,13617858,4
C,20231101,2023,11,202311,USA,Export,Paraguay,TOTAL,All Commodities,234429158,234429158,4
C,20231101,2023,11,202311,USA,Export,Peru,TOTAL,All Commodities,910961534,910961534,4
C,20231101,2023,11,202311,USA,Export,Philippines,TOTAL,All Commodities,771597137,771597137,4
C,20231101,2023,11,202311,USA,Export,Poland,TOTAL,All Commodities,839704241,839704241,4
C,20231101,2023,11,202311,USA,Export,Portugal,TOTAL,All Commodities,165240068,165240068,4
C,20231101,2023,11,202311,USA,Export,Guinea-Bissau,TOTAL,All Commodities,528237,528237,4
C,20231101,2023,11,202311,USA,Export,Timor-Leste,TOTAL,All Commodities,1919622,1919622,4
C,20231101,2023,11,202311,USA,Export,Qatar,TOTAL,All Commodities,396518761,396518761,4
C,20231101,2023,11,202311,USA,Export,Romania,TOTAL,All Commodities,107401865,107401865,4
C,20231101,2023,11,202311,USA,Export,Russian Federation,TOTAL,All Commodities,69044438,69044438,4
C,20231101,2023,11,202311,USA,Export,Rwanda,TOTAL,All Commodities,2580354,2580354,4
C,20231101,2023,11,202311,USA,Export,Saint Kitts and Nevis,TOTAL,All Commodities,16445051,16445051,4
C,20231101,2023,11,202311,USA,Export,Anguilla,TOTAL,All Commodities,8027390,8027390,4
C,20231101,2023,11,202311,USA,Export,Saint Lucia,TOTAL,All Commodities,31444212,31444212,4
C,20231101,2023,11,202311,USA,Export,Saint Pierre and Miquelon,TOTAL,All Commodities,6335,6335,4
C,20231101,2023,11,202311,USA,Export,Saint Vincent and the Grenadines,TOTAL,All Commodities,18567787,18567787,4
C,20231101,2023,11,202311,USA,Export,San Marino,TOTAL,All Commodities,6247,6247,4
C,20231101,2023,11,202311,USA,Export,Sao Tome and Principe,TOTAL,All Commodities,67085,67085,4
C,20231101,2023,11,202311,USA,Export,Saudi Arabia,TOTAL,All Commodities,1002056525,1002056525,4
C,20231101,2023,11,202311,USA,Export,Senegal,TOTAL,All Commodities,24788811,24788811,4
C,20231101,2023,11,202311,USA,Export,Serbia,TOTAL,All Commodities,21124672,21124672,4
C,20231101,2023,11,202311,USA,Export,Seychelles,TOTAL,All Commodities,1789897,1789897,4
C,20231101,2023,11,202311,USA,Export,Sierra Leone,TOTAL,All Commodities,14834334,14834334,4
C,20231101,2023,11,202311,USA,Export,India,TOTAL,All Commodities,3053489490,3053489490,4
C,20231101,2023,11,202311,USA,Export,Singapore,TOTAL,All Commodities,3445154590,3445154590,4
C,20231101,2023,11,202311,USA,Export,Slovakia,TOTAL,All Commodities,35836177,35836177,4
C,20231101,2023,11,202311,USA,Export,Viet Nam,TOTAL,All Commodities,978247150,978247150,4
C,20231101,2023,11,202311,USA,Export,Slovenia,TOTAL,All Commodities,70123498,70123498,4
C,20231101,2023,11,202311,USA,Export,Somalia,TOTAL,All Commodities,1730760,1730760,4
C,20231101,2023,11,202311,USA,Export,South Africa,TOTAL,All Commodities,496646662,496646662,4
C,20231101,2023,11,202311,USA,Export,Zimbabwe,TOTAL,All Commodities,2136091,2136091,4
C,20231101,2023,11,202311,USA,Export,Spain,TOTAL,All Commodities,2120948187,2120948187,4
C,20231101,2023,11,202311,USA,Export,South Sudan,TOTAL,All Commodities,1627925,1627925,4
C,20231101,2023,11,202311,USA,Export,Sudan,TOTAL,All Commodities,820310,820310,4
C,20231101,2023,11,202311,USA,Export,Suriname,TOTAL,All Commodities,39318073,39318073,4
C,20231101,2023,11,202311,USA,Export,Eswatini,TOTAL,All Commodities,3551486,3551486,4
C,20231101,2023,11,202311,USA,Export,Sweden,TOTAL,All Commodities,508070661,508070661,4
C,20231101,2023,11,202311,USA,Export,Switzerland,TOTAL,All Commodities,1436986253,1436986253,4
C,20231101,2023,11,202311,USA,Export,Syria,TOTAL,All Commodities,941521,941521,4
C,20231101,2023,11,202311,USA,Export,Tajikistan,TOTAL,All Commodities,1174368,1174368,4
C,20231101,2023,11,202311,USA,Export,Thailand,TOTAL,All Commodities,1255383781,1255383781,4
C,20231101,2023,11,202311,USA,Export,Togo,TOTAL,All Commodities,102053858,102053858,4
C,20231101,2023,11,202311,USA,Export,Tokelau,TOTAL,All Commodities,41423,41423,0
C,20231101,2023,11,202311,USA,Export,Tonga,TOTAL,All Commodities,1253691,1253691,4
C,20231101,2023,11,202311,USA,Export,Trinidad and Tobago,TOTAL,All Commodities,304475802,304475802,4
C,20231101,2023,11,202311,USA,Export,United Arab Emirates,TOTAL,All Commodities,2374352064,2374352064,4
C,20231101,2023,11,202311,USA,Export,Tunisia,TOTAL,All Commodities,40872506,40872506,4
C,20231101,2023,11,202311,USA,Export,Türkiye,TOTAL,All Commodities,1126461189,1126461189,4
C,20231101,2023,11,202311,USA,Export,Turkmenistan,TOTAL,All Commodities,3674986,3674986,4
C,20231101,2023,11,202311,USA,Export,Turks and Caicos Isds,TOTAL,All Commodities,53813188,53813188,4
C,20231101,2023,11,202311,USA,Export,Tuvalu,TOTAL,All Commodities,62415,62415,4
C,20231101,2023,11,202311,USA,Export,Uganda,TOTAL,All Commodities,8851163,8851163,4
C,20231101,2023,11,202311,USA,Export,Ukraine,TOTAL,All Commodities,116148076,116148076,4
C,20231101,2023,11,202311,USA,Export,North Macedonia,TOTAL,All Commodities,2023712,2023712,4
C,20231101,2023,11,202311,USA,Export,Egypt,TOTAL,All Commodities,398369930,398369930,4
C,20231101,2023,11,202311,USA,Export,United Kingdom,TOTAL,All Commodities,5783313588,5783313588,4
C,20231101,2023,11,202311,USA,Export,United Rep. of Tanzania,TOTAL,All Commodities,18742516,18742516,4
C,20231101,2023,11,202311,USA,Export,Burkina Faso,TOTAL,All Commodities,3491793,3491793,4
C,20231101,2023,11,202311,USA,Export,Uruguay,TOTAL,All Commodities,96453008,96453008,4
C,20231101,2023,11,202311,USA,Export,Uzbekistan,TOTAL,All Commodities,76283441,76283441,4
C,20231101,2023,11,202311,USA,Export,Venezuela,TOTAL,All Commodities,250830441,250830441,4
C,20231101,2023,11,202311,USA,Export,Samoa,TOTAL,All Commodities,1878106,1878106,4
C,20231101,2023,11,202311,USA,Export,Yemen,TOTAL,All Commodities,23546872,23546872,4
C,20231101,2023,11,202311,USA,Export,Zambia,TOTAL,All Commodities,13399855,13399855,4
C,20231201,2023,12,202312,USA,Export,Afghanistan,TOTAL,All Commodities,31922649,31922649,4
C,20231201,2023,12,202312,USA,Export,Albania,TOTAL,All Commodities,10705341,10705341,4
C,20231201,2023,12,202312,USA,Export,Algeria,TOTAL,All Commodities,109767636,109767636,4
C,20231201,2023,12,202312,USA,Export,Andorra,TOTAL,All Commodities,91902,91902,4
C,20231201,2023,12,202312,USA,Export,Angola,TOTAL,All Commodities,44075453,44075453,4
C,20231201,2023,12,202312,USA,Export,Antigua and Barbuda,TOTAL,All Commodities,73868195,73868195,4
C,20231201,2023,12,202312,USA,Export,Azerbaijan,TOTAL,All Commodities,20949667,20949667,4
C,20231201,2023,12,202312,USA,Export,Argentina,TOTAL,All Commodities,690474636,690474636,4
C,20231201,2023,12,202312,USA,Export,Australia,TOTAL,All Commodities,3019111203,3019111203,4
C,20231201,2023,12,202312,USA,Export,Austria,TOTAL,All Commodities,364270352,364270352,4
C,20231201,2023,12,202312,USA,Export,Bahamas,TOTAL,All Commodities,671730312,671730312,4
C,20231201,2023,12,202312,USA,Export,Bahrain,TOTAL,All Commodities,223855641,223855641,4
C,20231201,2023,12,202312,USA,Export,Bangladesh,TOTAL,All Commodities,213264585,213264585,4
C,20231201,2023,12,202312,USA,Export,Armenia,TOTAL,All Commodities,11459000,11459000,4
C,20231201,2023,12,202312,USA,Export,Barbados,TOTAL,All Commodities,51475980,51475980,4
C,20231201,2023,12,202312,USA,Export,Belgium,TOTAL,All Commodities,2598203445,2598203445,4
C,20231201,2023,12,202312,USA,Export,Bermuda,TOTAL,All Commodities,37622334,37622334,4
C,20231201,2023,12,202312,USA,Export,Bhutan,TOTAL,All Commodities,1053485,1053485,4
C,20231201,2023,12,202312,USA,Export,Bolivia (Plurinational State of),TOTAL,All Commodities,57022624,57022624,4
C,20231201,2023,12,202312,USA,Export,Bosnia Herzegovina,TOTAL,All Commodities,2387186,2387186,4
C,20231201,2023,12,202312,USA,Export,Botswana,TOTAL,All Commodities,5824927,5824927,4
C,20231201,2023,12,202312,USA,Export,Brazil,TOTAL,All Commodities,3781172737,3781172737,4
C,20231201,2023,12,202312,USA,Export,Belize,TOTAL,All Commodities,59076224,59076224,4
C,20231201,2023,12,202312,USA,Export,Br. Indian Ocean Terr.,TOTAL,All Commodities,227642,227642,4
C,20231201,2023,12,202312,USA,Export,Solomon Isds,TOTAL,All Commodities,928724,928724,4
C,20231201,2023,12,202312,USA,Export,Br. Virgin Isds,TOTAL,All Commodities,62728128,62728128,4
C,20231201,2023,12,202312,USA,Export,Brunei Darussalam,TOTAL,All Commodities,8593935,8593935,4
C,20231201,2023,12,202312,USA,Export,Bulgaria,TOTAL,All Commodities,30670333,30670333,4
C,20231201,2023,12,202312,USA,Export,Myanmar,TOTAL,All Commodities,17567052,17567052,4
C,20231201,2023,12,202312,USA,Export,Burundi,TOTAL,All Commodities,320739,320739,4
C,20231201,2023,12,202312,USA,Export,Belarus,TOTAL,All Commodities,1558897,1558897,4
C,20231201,2023,12,202312,USA,Export,Cambodia,TOTAL,All Commodities,25444726,25444726,4
C,20231201,2023,12,202312,USA,Export,Cameroon,TOTAL,All Commodities,12637437,12637437,4
C,20231201,2023,12,202312,USA,Export,Canada,TOTAL,All Commodities,27770837769,27770837769,4
C,20231201,2023,12,202312,USA,Export,Cabo Verde,TOTAL,All Commodities,1821550,1821550,4
C,20231201,2023,12,202312,USA,Export,Cayman Isds,TOTAL,All Commodities,164999026,164999026,4
C,20231201,2023,12,202312,USA,Export,Central African Rep.,TOTAL,All Commodities,1133111,1133111,4
C,20231201,2023,12,202312,USA,Export,Sri Lanka,TOTAL,All Commodities,22984044,22984044,4
C,20231201,2023,12,202312,USA,Export,Chad,TOTAL,All Commodities,3150014,3150014,4
C,20231201,2023,12,202312,USA,Export,Chile,TOTAL,All Commodities,1483002116,1483002116,4
C,20231201,2023,12,202312,USA,Export,China,TOTAL,All Commodities,12006898679,12006898679,4
C,20231201,2023,12,202312,USA,Export,Christmas Isds,TOTAL,All Commodities,47590283,47590283,4
C,20231201,2023,12,202312,USA,Export,Colombia,TOTAL,All Commodities,1521775152,1521775152,4
C,20231201,2023,12,202312,USA,Export,Comoros,TOTAL,All Commodities,129276,129276,4
C,20231201,2023,12,202312,USA,Export,Congo,TOTAL,All Commodities,19624454,19624454,4
C,20231201,2023,12,202312,USA,Export,Dem. Rep. of the Congo,TOTAL,All Commodities,12203019,12203019,4
C,20231201,2023,12,202312,USA,Export,Cook Isds,TOTAL,All Commodities,331096,331096,4
C,20231201,2023,12,202312,USA,Export,Costa Rica,TOTAL,All Commodities,824361279,824361279,4
C,20231201,2023,12,202312,USA,Export,Croatia,TOTAL,All Commodities,45712935,45712935,4
C,20231201,2023,12,202312,USA,Export,Cuba,TOTAL,All Commodities,52453428,52453428,4
C,20231201,2023,12,202312,USA,Export,Cyprus,TOTAL,All Commodities,5769909,5769909,4
C,20231201,2023,12,202312,USA,Export,Czechia,TOTAL,All Commodities,493755099,493755099,4
C,20231201,2023,12,202312,USA,Export,Benin,TOTAL,All Commodities,14373897,14373897,4
C,20231201,2023,12,202312,USA,Export,Denmark,TOTAL,All Commodities,539226382,539226382,4
C,20231201,2023,12,202312,USA,Export,Dominica,TOTAL,All Commodities,4839176,4839176,4
C,20231201,2023,12,202312,USA,Export,Dominican Rep.,TOTAL,All Commodities,1187459678,1187459678,4
C,20231201,2023,12,202312,USA,Export,Ecuador,TOTAL,All Commodities,603206484,603206484,4
C,20231201,2023,12,202312,USA,Export,El Salvador,TOTAL,All Commodities,330778141,330778141,4
C,20231201,2023,12,202312,USA,Export,Equatorial Guinea,TOTAL,All Commodities,9930908,9930908,4
C,20231201,2023,12,202312,USA,Export,Ethiopia,TOTAL,All Commodities,90911507,90911507,4
C,20231201,2023,12,202312,USA,Export,Eritrea,TOTAL,All Commodities,8591261,8591261,4
C,20231201,2023,12,202312,USA,Export,Estonia,TOTAL,All Commodities,20238055,20238055,4
C,20231201,2023,12,202312,USA,Export,Faroe Isds,TOTAL,All Commodities,5818,5818,4
C,20231201,2023,12,202312,USA,Export,Falkland Isds (Malvinas),TOTAL,All Commodities,13363,13363,4
C,20231201,2023,12,202312,USA,Export,Fiji,TOTAL,All Commodities,8117059,8117059,4
C,20231201,2023,12,202312,USA,Export,Finland,TOTAL,All Commodities,223124369,223124369,4
C,20231201,2023,12,202312,USA,Export,France,TOTAL,All Commodities,4224886773,4224886773,4
C,20231201,2023,12,202312,USA,Export,French Polynesia,TOTAL,All Commodities,16428253,16428253,4
C,20231201,2023,12,202312,USA,Export,Fr. South Antarctic Terr.,TOTAL,All Commodities,640858,640858,4
C,20231201,2023,12,202312,USA,Export,Djibouti,TOTAL,All Commodities,26023855,26023855,4
C,20231201,2023,12,202312,USA,Export,Gabon,TOTAL,All Commodities,14454099,14454099,4
C,20231201,2023,12,202312,USA,Export,Georgia,TOTAL,All Commodities,105045818,105045818,4
C,20231201,2023,12,202312,USA,Export,Gambia,TOTAL,All Commodities,6690055,6690055,4
C,20231201,2023,12,202312,USA,Export,State of Palestine,TOTAL,All Commodities,169510,169510,4
C,20231201,2023,12,202312,USA,Export,Germany,TOTAL,All Commodities,6114558559,6114558559,4
C,20231201,2023,12,202312,USA,Export,Ghana,TOTAL,All Commodities,75442792,75442792,4
C,20231201,2023,12,202312,USA,Export,Gibraltar,TOTAL,All Commodities,274311,274311,4
C,20231201,2023,12,202312,USA,Export,Kiribati,TOTAL,All Commodities,6555564,6555564,4
C,20231201,2023,12,202312,USA,Export,Greece,TOTAL,All Commodities,180963879,180963879,4
C,20231201,2023,12,202312,USA,Export,Greenland,TOTAL,All Commodities,548115,548115,4
C,20231201,2023,12,202312,USA,Export,Grenada,TOTAL,All Commodities,22068357,22068357,4
C,20231201,2023,12,202312,USA,Export,Guatemala,TOTAL,All Commodities,842669522,842669522,4
C,20231201,2023,12,202312,USA,Export,Guinea,TOTAL,All Commodities,7229915,7229915,4
C,20231201,2023,12,202312,USA,Export,Guyana,TOTAL,All Commodities,146147875,146147875,4
C,20231201,2023,12,202312,USA,Export,Haiti,TOTAL,All Commodities,127306661,127306661,4
C,20231201,2023,12,202312,USA,Export,Heard Island and McDonald Islands,TOTAL,All Commodities,13028,13028,4
C,20231201,2023,12,202312,USA,Export,Honduras,TOTAL,All Commodities,478887756,478887756,4
C,20231201,2023,12,202312,USA,Export,"China, Hong Kong SAR",TOTAL,All Commodities,2211588465,2211588465,4
C,20231201,2023,12,202312,USA,Export,Hungary,TOTAL,All Commodities,298641328,298641328,4
C,20231201,2023,12,202312,USA,Export,Iceland,TOTAL,All Commodities,58936473,58936473,4
C,20231201,2023,12,202312,USA,Export,Indonesia,TOTAL,All Commodities,827872792,827872792,4
C,20231201,2023,12,202312,USA,Export,Iran,TOTAL,All Commodities,10135804,10135804,4
C,20231201,2023,12,202312,USA,Export,Iraq,TOTAL,All Commodities,133768849,133768849,4
C,20231201,2023,12,202312,USA,Export,Ireland,TOTAL,All Commodities,1438294385,1438294385,4
C,20231201,2023,12,202312,USA,Export,Israel,TOTAL,All Commodities,1585189378,1585189378,4
C,20231201,2023,12,202312,USA,Export,Italy,TOTAL,All Commodities,2987006456,2987006456,4
C,20231201,2023,12,202312,USA,Export,Côte d'Ivoire,TOTAL,All Commodities,43415831,43415831,4
C,20231201,2023,12,202312,USA,Export,Jamaica,TOTAL,All Commodities,231989254,231989254,4
C,20231201,2023,12,202312,USA,Export,Japan,TOTAL,All Commodities,6323850494,6323850494,4
C,20231201,2023,12,202312,USA,Export,Kazakhstan,TOTAL,All Commodities,91046358,91046358,4
C,20231201,2023,12,202312,USA,Export,Jordan,TOTAL,All Commodities,113230782,113230782,4
C,20231201,2023,12,202312,USA,Export,Kenya,TOTAL,All Commodities,44841903,44841903,4
C,20231201,2023,12,202312,USA,Export,Dem. People's Rep. of Korea,TOTAL,All Commodities,67327,67327,0
C,20231201,2023,12,202312,USA,Export,Rep. of Korea,TOTAL,All Commodities,5710229935,5710229935,4
C,20231201,2023,12,202312,USA,Export,Kuwait,TOTAL,All Commodities,232093433,232093433,4
C,20231201,2023,12,202312,USA,Export,Kyrgyzstan,TOTAL,All Commodities,9924393,9924393,4
